City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,TotalServices,AvgCost,ContractScore,LoyaltyScore,ChargeDensity,ChargePerTenure,MonthlyToTotal,IsFiber,SecurityServices,StreamingCount,StreamRatio,AutoPay,IsElecCheck,HighRiskFlag,Is_High_Risk_Combo,IsMonthToMonth,LowTenureHighCharge,NoProtection,SeniorAlone,TenureContractRatio,Value_Score,Contract_Risk,Payment_Risk,Spent_Intensity,Tenure_Group
Capitola,95010,36.977025,-121.952864,0,0,1,0,53,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,110.5,5835.5,0,8,12.277777777777779,1,106,108.06481481481481,2.0462962962962963,0.018932579456866272,1,4,2,0.2222222222222222,0,1,0,0,0,0,0,0,26.5,0.03587443946188341,1,1,108.06481481481481,Loyal(49~)
Castroville,95012,36.784481,-121.759054,1,1,0,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.4,7031.45,0,8,12.155555555555557,0,63,109.86640625,1.709375,0.01555645614259611,1,3,2,0.2222222222222222,1,0,0,1,1,0,0,1,63.0,0.02717391304347826,2,0,109.86640625,Loyal(49~)
Freedom,95019,36.936228,-121.785559,0,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,109.6,0,1,9.975,0,5,18.266666666666666,3.3249999999999997,0.18037974683544303,0,0,0,0.0,0,0,0,0,1,0,0,0,5.0,0.0,2,0,18.266666666666666,New(0~12)
Gilroy,95020,37.03889,-121.528955,0,1,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,727.8,0,1,9.8,1,74,19.152631578947368,0.5157894736842106,0.026893523600439083,0,0,0,0.0,0,0,0,0,0,0,0,0,18.5,0.0,1,0,19.152631578947368,Stable(25~48)
Los Gatos,95030,37.222842,-121.988727,0,0,0,1,12,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.6,893.0,0,3,19.15,0,12,68.6923076923077,5.892307692307692,0.08568232662192393,1,0,0,0.0,0,1,1,1,1,0,1,0,12.0,0.0,2,1,68.6923076923077,New(0~12)
Los Gatos,95032,37.233034,-121.947427,0,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,763.1,0,1,9.8,1,76,19.566666666666666,0.5025641025641026,0.02565109278890198,0,0,0,0.0,1,0,0,0,0,0,0,0,19.0,0.0,1,0,19.566666666666666,Stable(25~48)
Los Gatos,95033,37.160194,-121.945611,0,0,0,0,9,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),85.3,781.4,0,4,17.06,0,9,78.14,8.53,0.10902351738241309,1,1,1,0.2,1,0,1,1,1,1,0,0,9.0,0.011587485515643106,2,0,78.14,New(0~12)
Milpitas,95035,37.441931,-121.878502,1,0,1,0,13,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,65.85,902.25,0,5,10.975,0,13,64.44642857142857,4.703571428571428,0.07290340437309714,0,1,1,0.16666666666666666,0,1,0,0,1,0,1,0,13.0,0.014958863126402395,2,1,64.44642857142857,Watch(13~24)
Moss Landing,95039,36.863303,-121.781632,0,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1016.7,0,1,10.025,2,141,21.181250000000002,0.41770833333333335,0.019701287216271984,0,0,0,0.0,1,0,0,0,0,0,0,0,15.666666666666666,0.0,0,0,21.181250000000002,Stable(25~48)
Mount Hermon,95041,37.051166,-122.056194,1,0,1,0,61,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),99.4,5943.65,0,7,12.425,0,61,95.86532258064516,1.603225806451613,0.016720917127164763,1,3,1,0.125,1,0,0,1,1,0,0,0,61.0,0.0298804780876494,2,0,95.86532258064516,Loyal(49~)
Paicines,95043,36.525703,-120.952122,1,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,275.7,0,1,10.0,0,16,16.21764705882353,1.1764705882352942,0.07228044813877846,0,0,0,0.0,0,0,0,0,1,0,0,0,16.0,0.0,2,0,16.21764705882353,Watch(13~24)
San Juan Bautista,95045,36.810568,-121.503022,0,0,1,1,41,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,78.45,3126.45,0,7,9.80625,2,123,74.43928571428572,1.8678571428571429,0.02508433388223633,0,3,2,0.25,0,1,0,0,0,0,0,0,13.666666666666666,0.037759597230962866,0,1,74.43928571428572,Stable(25~48)
San Martin,95046,37.084697,-121.606417,0,0,0,1,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,25.1,1070.15,0,2,8.366666666666667,2,129,24.32159090909091,0.5704545454545454,0.02343275918405452,0,0,0,0.0,0,1,0,0,0,0,0,0,14.333333333333334,0.0,0,1,24.32159090909091,Stable(25~48)
Santa Clara,95051,37.348129,-121.98469,0,0,0,0,6,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.0,340.4,0,3,13.75,0,6,48.628571428571426,7.857142857142857,0.1611013473930873,0,0,1,0.25,0,1,0,0,1,0,1,0,6.0,0.0,2,1,48.628571428571426,New(0~12)
Santa Clara,95054,37.393554,-121.965114,0,0,0,0,58,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),71.1,4299.2,0,7,8.8875,1,116,72.86779661016949,1.2050847457627119,0.01653411469233989,0,4,0,0.0,1,0,0,0,0,0,0,0,29.0,0.05547850208044383,1,0,72.86779661016949,Loyal(49~)
Santa Cruz,95060,36.993451,-122.098858,1,0,0,0,19,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),61.55,1093.2,0,4,12.309999999999999,0,19,54.660000000000004,3.0774999999999997,0.05625114238713215,0,1,1,0.2,1,0,0,0,1,0,1,0,19.0,0.01598721023181455,2,0,54.660000000000004,Watch(13~24)
Santa Cruz,95062,36.974575,-121.991149,1,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.9,521.9,0,2,15.299999999999999,0,11,43.49166666666667,3.8249999999999997,0.08777969018932874,0,0,0,0.0,1,0,0,0,1,0,1,0,11.0,0.0,2,0,43.49166666666667,New(0~12)
Santa Cruz,95064,37.007882,-122.065975,0,0,0,0,39,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),40.3,1630.4,0,4,8.059999999999999,1,78,40.760000000000005,1.0074999999999998,0.024702709329410318,0,3,0,0.0,1,0,0,0,0,0,0,0,19.5,0.07263922518159807,1,0,40.760000000000005,Stable(25~48)
Santa Cruz,95065,37.031404,-121.981865,0,1,0,0,8,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,87.1,713.6,0,4,17.419999999999998,0,8,79.28888888888889,9.677777777777777,0.12188636999720122,1,1,1,0.2,0,1,1,1,1,1,0,1,8.0,0.011350737797956869,2,1,79.28888888888889,New(0~12)
Scotts Valley,95066,37.070177,-122.010077,0,0,0,1,26,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,49.5,1265.65,0,3,12.375,0,26,46.87592592592593,1.8333333333333333,0.03907946157186278,0,0,0,0.0,0,0,0,0,1,0,1,0,26.0,0.0,2,0,46.87592592592593,Stable(25~48)
Saratoga,95070,37.257772,-122.051824,0,1,0,0,53,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),73.8,4003.85,0,3,18.45,0,53,74.14537037037037,1.3666666666666667,0.018427656466534326,1,1,0,0.0,1,0,1,1,1,0,0,1,53.0,0.013368983957219251,2,0,74.14537037037037,Loyal(49~)
Soquel,95073,37.023669,-121.946461,0,0,1,1,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.2,1401.4,0,1,9.6,2,210,19.738028169014086,0.2704225352112676,0.013690815744438105,0,0,0,0.0,0,0,0,0,0,0,0,0,23.333333333333332,0.0,0,0,19.738028169014086,Loyal(49~)
San Jose,95110,37.34667,-121.910019,1,0,0,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,1510.5,0,2,8.333333333333334,2,177,25.175,0.4166666666666667,0.016539861065167052,0,0,0,0.0,0,0,0,0,0,0,0,0,19.666666666666668,0.0,0,0,25.175,Loyal(49~)
San Jose,95112,37.343827,-121.883119,1,0,0,0,7,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,35.3,264.8,0,3,8.825,1,14,33.1,4.4125,0.1328066215199398,0,2,0,0.0,0,0,0,0,0,0,0,0,3.5,0.05509641873278237,1,0,33.1,New(0~12)
San Jose,95116,37.350284,-121.852855,1,0,1,1,59,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),76.75,4541.9,0,7,9.59375,1,118,75.69833333333332,1.2791666666666666,0.016894494706024787,0,3,2,0.25,1,0,0,0,0,0,0,0,29.5,0.03858520900321544,1,0,75.69833333333332,Loyal(49~)
San Jose,95117,37.311088,-121.961786,1,0,1,1,61,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),81.0,4976.15,0,7,10.125,2,183,80.26048387096773,1.3064516129032258,0.01627437388867123,0,2,2,0.25,1,0,0,0,0,0,0,0,20.333333333333332,0.024390243902439025,0,0,80.26048387096773,Loyal(49~)
San Jose,95118,37.255479,-121.889838,1,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.55,7542.25,0,7,13.19375,2,216,103.31849315068493,1.4458904109589041,0.013992642428661385,1,2,2,0.25,1,0,0,0,0,0,0,0,24.0,0.018770530267480056,0,0,103.31849315068493,Loyal(49~)
San Jose,95119,37.233226,-121.78809,0,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.8,251.25,0,1,9.4,0,13,17.946428571428573,1.342857142857143,0.07452923686818633,0,0,0,0.0,0,0,0,0,1,0,0,0,13.0,0.0,2,0,17.946428571428573,Watch(13~24)
San Jose,95120,37.186141,-121.843554,0,0,1,1,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.9,1595.5,0,2,8.299999999999999,1,128,24.546153846153846,0.38307692307692304,0.01559661760100219,0,0,0,0.0,0,0,0,0,0,0,0,0,32.0,0.0,1,0,24.546153846153846,Loyal(49~)
San Jose,95122,37.32886,-121.834567,0,0,0,0,10,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,0,Mailed check,64.9,685.55,0,5,10.816666666666668,1,20,62.32272727272727,5.9,0.0945306241351686,0,2,1,0.16666666666666666,0,0,0,0,0,0,0,0,5.0,0.030349013657056143,1,0,62.32272727272727,New(0~12)
San Jose,95123,37.238758,-121.828375,0,0,1,1,65,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),61.35,3874.1,0,5,10.225,1,130,58.698484848484846,0.9295454545454546,0.01583184950065805,0,3,0,0.0,1,0,0,0,0,0,0,0,32.5,0.048115477145148355,1,0,58.698484848484846,Loyal(49~)
San Jose,95124,37.257063,-121.923037,0,0,1,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,113.95,6891.4,0,9,11.395,2,186,109.38730158730158,1.8087301587301587,0.016532702687017585,1,4,2,0.2,0,0,0,0,0,0,0,0,20.666666666666668,0.034797738147020446,0,0,109.38730158730158,Loyal(49~)
San Jose,95125,37.294926,-121.894763,0,0,1,0,55,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,90.15,4916.95,0,9,9.015,1,110,87.80267857142857,1.6098214285714287,0.018330808568610905,0,4,2,0.2,0,1,0,0,0,0,0,0,27.5,0.04388370817334065,1,1,87.80267857142857,Loyal(49~)
San Jose,95126,37.327069,-121.916819,0,0,1,0,25,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.1,1373.0,0,4,10.82,0,25,52.80769230769231,2.080769230769231,0.03937409024745269,0,1,0,0.0,0,1,0,0,1,0,0,0,25.0,0.018148820326678767,2,1,52.80769230769231,Stable(25~48)
San Jose,95128,37.316146,-121.936285,1,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),49.8,49.8,0,3,12.45,0,1,24.9,24.9,0.9803149606299213,0,1,0,0.0,1,0,0,0,1,0,1,0,1.0,0.01968503937007874,2,0,24.9,New(0~12)
San Jose,95130,37.277592,-121.986477,1,1,1,1,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.4,1548.65,0,2,8.133333333333333,2,192,23.825384615384618,0.37538461538461537,0.015745490917303904,0,0,0,0.0,1,0,0,0,0,0,0,0,21.333333333333332,0.0,0,0,23.825384615384618,Loyal(49~)
San Jose,95131,37.387027,-121.897775,1,0,1,0,36,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.0,3440.25,0,5,15.833333333333334,0,36,92.97972972972973,2.5675675675675675,0.027606247729749366,1,0,2,0.3333333333333333,1,0,1,1,1,0,1,0,36.0,0.0,2,0,92.97972972972973,Stable(25~48)
San Jose,95133,37.371862,-121.860349,1,0,1,0,61,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,1,Mailed check,69.9,4226.7,0,6,9.985714285714286,2,183,68.17258064516129,1.1274193548387097,0.016533812711403365,0,2,1,0.14285714285714285,0,0,0,0,0,0,0,0,20.333333333333332,0.028208744710860365,0,0,68.17258064516129,Loyal(49~)
San Jose,95134,37.42765,-121.945416,1,0,0,1,26,0,No phone service,DSL,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),39.95,1023.75,0,3,9.9875,1,52,37.916666666666664,1.4796296296296296,0.03898511832154184,0,1,1,0.25,1,0,0,0,0,0,0,0,13.0,0.02442002442002442,1,0,37.916666666666664,Stable(25~48)
San Jose,95138,37.246064,-121.749494,1,0,1,1,68,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),103.25,7074.4,0,7,12.90625,2,204,102.52753623188406,1.4963768115942029,0.014592814540520678,1,3,2,0.25,1,0,0,0,0,0,0,0,22.666666666666668,0.02877697841726619,0,0,102.52753623188406,Loyal(49~)
Mount Hamilton,95140,37.382909,-121.634151,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),94.25,6849.75,0,7,11.78125,2,216,93.83219178082192,1.2910958904109588,0.013757617779075283,1,4,0,0.0,1,0,0,0,0,0,0,0,24.0,0.04199475065616798,0,0,93.83219178082192,Loyal(49~)
San Jose,95148,37.339533,-121.777179,0,0,1,0,71,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,1,Electronic check,47.05,3263.6,0,4,9.41,2,213,45.327777777777776,0.6534722222222222,0.014412179133737671,0,2,1,0.2,0,1,0,0,0,0,0,0,23.666666666666668,0.04162330905306972,0,1,45.327777777777776,Loyal(49~)
Stockton,95202,37.959706,-121.287669,1,0,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.55,1252.85,0,1,10.275,2,171,21.600862068965515,0.3543103448275862,0.01638952027754516,0,0,0,0.0,1,0,0,0,0,0,0,0,19.0,0.0,0,0,21.600862068965515,Loyal(49~)
Stockton,95203,37.954089,-121.329761,1,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,67.55,0,1,9.825,0,4,13.51,3.9299999999999997,0.28665207877461707,0,0,0,0.0,0,0,0,0,1,0,0,0,4.0,0.0,2,0,13.51,New(0~12)
Stockton,95204,37.974498,-121.319568,0,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,70.2,0,2,23.400000000000002,0,1,35.1,35.1,0.9859550561797753,1,0,0,0.0,0,1,1,1,1,1,1,1,1.0,0.0,2,1,35.1,New(0~12)
Stockton,95205,37.965695,-121.260051,1,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),81.0,5750.0,0,8,9.0,2,216,78.76712328767124,1.1095890410958904,0.014084507042253521,0,4,1,0.1111111111111111,1,0,0,0,0,0,0,0,24.0,0.04878048780487805,0,0,78.76712328767124,Loyal(49~)
Stockton,95206,37.902422,-121.440029,1,0,1,1,21,1,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),75.9,1549.75,0,6,10.842857142857143,1,42,70.44318181818181,3.45,0.04894405932613252,0,1,2,0.2857142857142857,1,0,0,0,0,0,1,0,10.5,0.013003901170351105,1,0,70.44318181818181,Watch(13~24)
Stockton,95207,38.002125,-121.324979,0,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.7,1810.55,0,2,8.233333333333333,2,213,25.146527777777777,0.34305555555555556,0.013634732687477575,0,0,0,0.0,1,0,0,0,0,0,0,0,23.666666666666668,0.0,0,0,25.146527777777777,Loyal(49~)
Stockton,95210,38.033219,-121.297433,0,1,0,0,69,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),110.25,7467.55,0,8,12.25,2,207,106.67928571428571,1.575,0.01476190157393336,1,3,2,0.2222222222222222,1,0,0,0,0,0,0,1,23.0,0.02696629213483146,0,0,106.67928571428571,Loyal(49~)
Stockton,95212,38.049457,-121.21653,0,0,1,0,64,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.0,5484.4,0,8,9.444444444444445,2,192,84.3753846153846,1.3076923076923077,0.015495679439967916,0,3,2,0.2222222222222222,1,0,0,0,0,0,0,0,21.333333333333332,0.03488372093023256,0,0,84.3753846153846,Loyal(49~)
Stockton,95215,37.946282,-121.139499,1,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.75,294.9,0,1,9.875,0,16,17.34705882352941,1.161764705882353,0.06674552213585672,0,0,0,0.0,1,0,0,0,1,0,0,0,16.0,0.0,2,0,17.34705882352941,Watch(13~24)
Stockton,95219,38.029729,-121.387999,0,0,0,0,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,23.9,97.5,0,2,7.966666666666666,1,8,19.5,4.779999999999999,0.24263959390862944,0,0,0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,1,1,19.5,New(0~12)
Arnold,95223,38.32153,-120.236358,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,19.95,0,1,9.975,0,1,9.975,9.975,0.9522673031026253,0,0,0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,2,0,9.975,New(0~12)
Avery,95224,38.208336,-120.339938,1,0,0,0,18,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.15,476.8,0,1,12.575,0,18,25.094736842105263,1.3236842105263158,0.05263708664713269,0,0,0,0.0,0,0,0,0,1,0,1,0,18.0,0.0,2,0,25.094736842105263,Watch(13~24)
Burson,95225,38.183918,-120.898817,0,0,0,0,2,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.15,101.65,0,4,10.83,0,2,33.88333333333333,18.05,0.5275207014125669,0,1,0,0.0,0,0,0,0,1,0,0,0,2.0,0.01813236627379873,2,0,33.88333333333333,New(0~12)
Campo Seco,95226,38.233879,-120.861666,0,0,1,0,19,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,59.8,1130.85,0,4,11.959999999999999,0,19,56.5425,2.9899999999999998,0.05283385607633521,0,1,1,0.2,0,0,0,0,1,0,0,0,19.0,0.01644736842105263,2,0,56.5425,Watch(13~24)
Clements,95227,38.227285,-121.02789,0,0,0,0,40,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),83.85,3532.25,0,4,16.77,0,40,86.15243902439025,2.045121951219512,0.023731691785183612,1,0,1,0.2,1,0,1,1,1,0,1,0,40.0,0.0,2,0,86.15243902439025,Stable(25~48)
Copperopolis,95228,37.943954,-120.67108,0,1,1,1,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.9,6891.45,0,7,13.1125,1,132,102.85746268656716,1.5656716417910448,0.015219551828449971,1,2,2,0.25,0,1,1,0,0,0,0,0,33.0,0.018885741265344664,1,1,102.85746268656716,Loyal(49~)
Farmington,95230,37.956963,-120.863055,1,0,0,0,21,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,75.3,1570.7,0,3,18.825,0,21,71.39545454545454,3.4227272727272724,0.047909906470700515,1,0,0,0.0,0,0,1,1,1,0,1,0,21.0,0.0,2,0,71.39545454545454,Watch(13~24)
French Camp,95231,37.873283,-121.292034,1,0,0,0,8,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,66.65,520.95,0,5,11.108333333333334,0,8,57.88333333333334,7.405555555555556,0.12769422358463453,0,2,1,0.16666666666666666,0,1,0,0,1,0,0,0,8.0,0.02956393200295639,2,1,57.88333333333334,New(0~12)
Glencoe,95232,38.358464,-120.579304,0,0,1,1,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.5,7854.9,0,8,12.166666666666666,2,216,107.60136986301369,1.5,0.013938568464466198,1,4,2,0.2222222222222222,1,0,0,0,0,0,0,0,24.0,0.03619909502262444,0,0,107.60136986301369,Loyal(49~)
Hathaway Pines,95233,38.184914,-120.364085,0,0,0,0,48,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),73.85,3581.4,0,7,9.23125,1,96,73.08979591836734,1.5071428571428571,0.0206146717284502,0,3,1,0.125,1,0,0,0,0,0,0,0,24.0,0.04008016032064129,1,0,73.08979591836734,Stable(25~48)
Linden,95236,38.047746,-121.030499,1,0,0,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.3,1447.9,0,1,9.65,2,207,20.684285714285714,0.27571428571428575,0.013320449996549105,0,0,0,0.0,1,0,0,0,0,0,0,0,23.0,0.0,0,0,20.684285714285714,Loyal(49~)
Lockeford,95237,38.166791,-121.14207,1,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,118.2,8547.15,0,9,11.82,2,216,117.08424657534246,1.619178082191781,0.013827553330252746,1,4,2,0.2,0,1,0,0,0,0,0,0,24.0,0.03355704697986577,0,1,117.08424657534246,Loyal(49~)
Lodi,95240,38.123544,-121.159078,0,0,0,0,14,1,No,DSL,No,Yes,No,No,No,No,One year,0,Credit card (automatic),51.45,727.85,0,3,12.8625,1,28,48.52333333333333,3.43,0.07059065651368594,0,1,0,0.0,1,0,0,0,0,0,0,0,7.0,0.019065776930409912,1,0,48.52333333333333,Watch(13~24)
Lodi,95242,38.128087,-121.4078,1,0,0,0,6,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,59.45,357.6,0,4,11.89,0,6,51.08571428571429,8.492857142857144,0.1657836029001673,0,1,1,0.2,0,1,0,0,1,0,0,0,6.0,0.016542597187758478,2,1,51.08571428571429,New(0~12)
Mokelumne Hill,95245,38.304194,-120.592431,0,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.5,159.35,0,1,9.75,2,24,17.705555555555556,2.1666666666666665,0.1216089803554724,0,0,0,0.0,1,0,0,0,0,0,0,0,2.6666666666666665,0.0,0,0,17.705555555555556,New(0~12)
Mountain Ranch,95246,38.264262,-120.515133,0,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,280.85,0,1,9.775,1,34,15.60277777777778,1.0861111111111112,0.0693631364200816,0,0,0,0.0,0,0,0,0,0,0,0,0,8.5,0.0,1,0,15.60277777777778,Watch(13~24)
Murphys,95247,38.147852,-120.440124,1,0,0,0,65,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,0,Electronic check,93.55,6069.25,0,6,13.364285714285714,1,130,91.95833333333333,1.4174242424242425,0.015411226885218895,1,2,1,0.14285714285714285,0,1,0,0,0,0,1,0,32.5,0.021152829190904283,1,1,91.95833333333333,Loyal(49~)
San Andreas,95249,38.196497,-120.61689,0,0,1,1,57,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Mailed check,59.3,3274.35,0,5,9.883333333333333,1,114,56.45431034482758,1.0224137931034483,0.018104935350420567,0,3,0,0.0,0,0,0,0,0,0,0,0,28.5,0.04975124378109453,1,0,56.45431034482758,Loyal(49~)
Valley Springs,95252,38.156971,-120.849231,0,0,1,0,56,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),109.8,6109.65,0,8,12.2,1,112,107.18684210526315,1.9263157894736842,0.017968628541971805,1,3,2,0.2222222222222222,1,0,0,0,0,0,0,0,28.0,0.02707581227436823,1,0,107.18684210526315,Loyal(49~)
Wallace,95254,38.192608,-120.957842,0,0,1,0,14,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.1,1122.4,0,3,19.525,0,14,74.82666666666667,5.206666666666666,0.06952109667082071,1,0,1,0.25,0,1,1,1,1,0,1,0,14.0,0.0,2,1,74.82666666666667,Watch(13~24)
West Point,95255,38.41935,-120.469545,1,0,1,0,52,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,39.9,2020.9,0,3,9.975,0,52,38.130188679245286,0.7528301886792452,0.019733913645580886,0,1,1,0.25,0,1,0,0,1,0,1,0,52.0,0.02444987775061125,2,1,38.130188679245286,Loyal(49~)
Wilseyville,95257,38.392686,-120.415951,0,0,0,0,58,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.9,3795.45,0,6,9.271428571428572,2,174,64.32966101694915,1.1,0.01709491762040854,0,4,0,0.0,1,0,0,0,0,0,0,0,19.333333333333332,0.060698027314112286,0,0,64.32966101694915,Loyal(49~)
Atwater,95301,37.321233,-120.656354,0,0,0,0,67,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),53.4,3579.15,0,5,8.9,0,67,52.63455882352941,0.7852941176470588,0.014915576163009928,0,2,2,0.3333333333333333,1,0,0,0,1,0,0,0,67.0,0.03676470588235294,2,0,52.63455882352941,Loyal(49~)
